album_artist,album,track,title,artist,duration,catalog_date
DJ Premier,Signature Sounds Vol.1 CD1,15,Steady Rockin',Heather B./Twyla Herny,229.616333,2019-08-18
DJ Premier,Time 4 Change,05,Termanology - Hold That,DJ Premier,292.101224,2019-08-18
DJ Premier,Time 4 Change,06,Blaq Poet - Ain't Nuttin Changed,DJ Premier,211.617959,2019-08-18
DJ Premier,Time 4 Change,12,Jake One - Bless The Child (Feat. Little Brother),DJ Premier,258.899592,2019-08-18
DJ Premier,Time 4 Change,02,NYGz - Policy,DJ Premier,277.707755,2019-08-18
DJ Premier,Time 4 Change,07,Prodigy - Veterans Memorial Pt. 2,DJ Premier,236.826122,2019-08-18
DJ Premier,Bootleg Volume A,01,Bootleg Volume A (Side A),DJ Premier,1870.536000,2019-08-18
DJ Premier,Bootleg Volume A,02,Bootleg Volume A (Side B),DJ Premier,1849.680000,2019-08-18
DJ Premier,Outside Lookin' In,01,Outside Lookin' In-Tro,DJ Premier,117.159184,2019-08-18
DJ Premier,Outside Lookin' In,14,"Big Shug - Play It (Remix) (Feat. Royce Da 5'9"", Termanology & Singapore Kane)",DJ Premier,255.190204,2019-08-18
DJ Premier,Outside Lookin' In,17,Wu-Tang Clan - Take It Back,DJ Premier,322.089796,2019-08-18
DJ Premier,Outside Lookin' In,19,"Royce Da 5'9"" - Promise Land",DJ Premier,155.689796,2019-08-18
DJ Premier,Outside Lookin' In,03,NYGz - Ya Dayz R #'d,DJ Premier,372.558367,2019-08-18
DJ Premier,Outside Lookin' In,18,"Statik Selektah - Stop, Look, Listen (Feat. Styles P, Termanology & Q-Tip)",DJ Premier,287.764898,2019-08-18
DJ Premier,Get Used To Us,09,"NYGz - Ya Dayz R #'d (NYGemix) (Feat. Lady Of Rage, Freddie Foxxx & Royce Da 5'9"")",DJ Premier,254.114533,2019-08-18
DJ Premier,Get Used To Us,05,Dynasty - Epic Dynasty,DJ Premier,198.915313,2019-08-18
DJ Premier,Beats 2 Blaze Mics To (Instrumentals),19,Jeru - Full of Papers (rmx) (instrumental),DJ Premier,125.413878,2019-08-18
DJ Premier,Beats That Collected Dust Vol. 2,08,Change,DJ Premier,121.626122,2019-08-18
DJ Premier,djpremierblog.com,,Guru 1 Year Anniversary Tribute Live On Hot 97,DJ Premier,6372.493042,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),03,Mixed Elements - Divine Styles,DJ Premier,212.558000,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),05,Redman - Rock Da Spot,DJ Premier,300.889756,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),04,Ghostface Killah - Wildflower,DJ Premier,288.888089,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),09,"Poor Righteous Teachers & Nine - Gods, Earths & 85ers",DJ Premier,306.182256,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),17,The Roots & Bahamadia - Push Up Ya Lighter,DJ Premier,308.794756,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),01,Intro D,DJ Premier,270.368292,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),10,MF Grimm & Fatman Scoop - International Rules,DJ Premier,92.576878,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),02,M.O.P. - Downtown Swinga '96,DJ Premier,248.167878,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),12,A.T.C.Q. - Wordplay,DJ Premier,307.204878,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),13,Nas & R. Kelly - Street Dreams (Remix),DJ Premier,262.250922,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),07,Xzibit & Mobb Deep - Eyes May Shine (Remix),DJ Premier,299.216333,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),08,"Big Jaz, Jay-Z & Sauce Money - Foundation",DJ Premier,299.468044,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),06,Mic Geronimo - Unstoppable,DJ Premier,357.040625,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),18,Redman & Method Man - Do What You Feel,DJ Premier,208.196833,2019-08-18
DJ Premier,Crooklyn Cuts Vol. III (Tape D),14,"Keith Murray, Kel-Vicious & 50 Grand - Love L.O.D.",DJ Premier,245.740256,2019-08-18
DJ Premier,Checc Ya Mail,03,Evidence - To The Top (Feat. Alchemist & Big Twin),DJ Premier,250.723265,2019-08-18
DJ Premier,Checc Ya Mail,15,Likwit Junkies - Ghetto,DJ Premier,311.118367,2019-08-18
DJ Premier,Checc Ya Mail,07,AZ - The Come Up,DJ Premier,348.421224,2019-08-18
DJ Premier,The Premo Collection,09,Paul Horn - Here's That Rainy Day,DJ Premier,101.180189,2019-08-18
DJ Premier,The Premo Collection,22,The Meters - Funky Miracle,DJ Premier,139.919813,2019-08-18
DJ Premier,The Premo Collection,26,Melvin Bliss - Synthetic Substitution,DJ Premier,25.425125,2019-08-18
DJ Premier,The Premo Collection,10,Theme From Dark Shadows,DJ Premier,157.892067,2019-08-18
DJ Premier,The Premo Collection,02,M.F.S.B. - Sunnin' And Runnin',DJ Premier,86.760625,2019-08-18
DJ Premier,The Premo Collection,05,Jeff Beck - Come Dancing,DJ Premier,55.492067,2019-08-18
DJ Premier,The Premo Collection,01,Billy Paul - Let's Fall In Love All Over Again,DJ Premier,228.265938,2019-08-18
DJ Premier,The Premo Collection,23,Caesar Frazier - Funk It Down,DJ Premier,141.487125,2019-08-18
DJ Premier,The Premo Collection,11,War - Deliver The Word,DJ Premier,236.834067,2019-08-18
DJ Premier,The Premo Collection,16,The J.B.'s - Bring It Up,DJ Premier,158.466756,2019-08-18
DJ Premier,The Premo Collection,25,Clarence Wheeler - Hey Jude,DJ Premier,243.521438,2019-08-18
DJ Premier,The Premo Collection,21,Marlena Shaw - California Soul,DJ Premier,174.505938,2019-08-18
DJ Premier,The Premo Collection,07,Flash Is On The Beatbox,DJ Premier,20.122256,2019-08-18
DJ Premier,The Premo Collection,24,Sugar Billy Gardner - I Got Some,DJ Premier,162.829189,2019-08-18
DJ Premier,The Premo Collection,28,Gap Band - Yearning For Your Love,DJ Premier,158.150625,2019-08-18
DJ Premier,The Premo Collection,06,John Dankworth - Two Piece Flower,DJ Premier,244.592438,2019-08-18
DJ Premier,The Premo Collection,14,The Originals - Fantasy Interlude,DJ Premier,105.725500,2019-08-18
DJ Premier,The Premo Collection,13,Les McCann - Beyond Yesterday,DJ Premier,81.510000,2019-08-18
DJ Premier,The Premo Collection,15,Dizzy Gilespie - A Night In Tunisia,DJ Premier,170.561438,2019-08-18
DJ Premier,The Premo Collection,19,Thunder And Lightning - Bumpin' Bus Stop,DJ Premier,192.530438,2019-08-18
DJ Premier,The Premo Collection,18,The Blackbirds - Wilford's Gone,DJ Premier,136.968000,2019-08-18
DJ Premier,The Premo Collection,17,Pointer Sisters - Don't Drive Me Crazy,DJ Premier,266.979378,2019-08-18
DJ Premier,The Premo Collection,29,Ahmad Jamal - I Love Music,DJ Premier,110.477167,2019-08-18
DJ Premier,The Premo Collection,03,Barbara Mason - A Good Man Is Gone,DJ Premier,212.890313,2019-08-18
DJ Premier,The Premo Collection,27,Joe Chambers - Mind Rain,DJ Premier,155.851833,2019-08-18
DJ Premier,The Premo Collection,04,Latimore - Lets Do It In Slow Motion,DJ Premier,256.870000,2019-08-18
DJ Premier,Rare Play Volume II,08,Just-Ice - The Immortal (Feat. Big Daddy Kane),DJ Premier,196.022857,2019-08-18
DJ Premier,Rare Play Volume II,09,Rah Digga - Lesson Of Today,DJ Premier,256.287347,2019-08-18
DJ Premier,Rare Play Volume II,10,Kool G Rap - First Nigga (Remix),DJ Premier,161.436735,2019-08-18
DJ Premier,Rare Play Volume II,07,Gang Starr - Battle,DJ Premier,288.208980,2019-08-18
DJ Premier,Rare Play Volume II,18,Ed O.G. - Sayin' Something,DJ Premier,233.142857,2019-08-18
DJ Premier,Rare Play Volume II,13,"Paula Perry - Extra, Extra",DJ Premier,283.010612,2019-08-18
DJ Premier,Rare Play Volume II,05,Pitch Black - Nice (Feat. Styles P),DJ Premier,178.416327,2019-08-18
DJ Premier,Rare Play Volume II,17,"Royce Da 5'9"" - My Friend",DJ Premier,235.624490,2019-08-18
DJ Premier,Rare Play Volume II,15,MC Lyte - Wonder Years,DJ Premier,181.890612,2019-08-18
DJ Premier,Australia/New Zealand Tour Mixtape,17,Westside Connection - You Gotta Have Heart,DJ Premier,351.529796,2019-08-18
DJ Premier,Australia/New Zealand Tour Mixtape,06,Encore - Zigga Zigga,DJ Premier,257.436735,2019-08-18
DJ Premier,Australia/New Zealand Tour Mixtape,05,Raekwon - King Of Kings (Feat. Havoc),DJ Premier,264.489796,2019-08-18
DJ Premier,Bootleg Volume C (Mixtape),15,Reakwon Feat. Methodman - Exclusive,DJ Premier,288.246922,2019-08-18
DJ Premier,Bootleg Volume C (Mixtape),16,Bumpy Knuckles - Lazy,DJ Premier,236.941000,2019-08-18
DJ Premier,Bootleg Volume C (Mixtape),01,Twinz - Big Twin,DJ Premier,260.650756,2019-08-18
DJ Premier,Bootleg Volume C (Mixtape),14,Jazzy Jeff - Let It Flow,DJ Premier,156.239167,2019-08-18
DJ Premier,The Crates Vol 1,14,Ohio Players / Sticky Thing,DJ Premier,206.569708,2019-08-18
DJ Premier,The Crates Vol 1,07,Monk Higgins / Little Green Apples,DJ Premier,206.151750,2019-08-18
DJ Premier,The Crates Vol 1,11,Esg / U.F.O.,DJ Premier,220.569375,2019-08-18
DJ Premier,The Crates Vol 1,12,Brass Construction / Changin,DJ Premier,494.175958,2019-08-18
DJ Premier,The Crates Vol 1,03,Isaac Hayes / Breakthrough,DJ Premier,189.206125,2019-08-18
DJ Premier,The Crates Vol 1,01,Clifford Brown / Yesterdays,DJ Premier,181.307333,2019-08-18
DJ Premier,The Crates Vol 1,09,Maynard Ferguson / Mellow,DJ Premier,385.820042,2019-08-18
DJ Premier,The Crates Vol 1,06,MArlena Shaw / California Soul,DJ Premier,182.691875,2019-08-18
DJ Premier,The Crates Vol 1,02,Cameo / Hangin Downtown,DJ Premier,309.516375,2019-08-18
DJ Premier,The Crates Vol 1,08,Screaming Jay Hawkins / I Put A Spell On You,DJ Premier,148.818917,2019-08-18
DJ Premier,The Crates Vol 1,05,Jean Jaques Perrey / Eva,DJ Premier,190.737583,2019-08-18
DJ Premier,The Crates Vol 1,04,Joe Simon / Drowning In The Sea Of Love,DJ Premier,208.659500,2019-08-18
DJ Premier,The Crates Vol 1,15,Curtis Mayfield / Freddie's Dead,DJ Premier,329.421667,2019-08-18
DJ Premier,The Crates Vol 1,13,Love Unlimited Orchestra / Killer's Lullaby,DJ Premier,142.931833,2019-08-18
DJ Premier,The Crates Vol 1,10,Bob James / Nautilus,DJ Premier,304.788208,2019-08-18
DJ Premier,New York Reality Check 101,03,Brainwash - Break It Down,DJ Premier,329.717551,2019-08-18
DJ Premier,New York Reality Check 101,18,Finsta Bundy - Feel The High Pt. 2,DJ Premier,244.610612,2019-08-18
DJ Premier,New York Reality Check 101,15,Brainsick Mob - Mixmaster,DJ Premier,148.976327,2019-08-18
DJ Premier,New York Reality Check 101,12,Street Smartz - Metal Thangz,DJ Premier,353.854694,2019-08-18
DJ Premier,New York Reality Check 101,09,Shades Of Brooklyn - Change,DJ Premier,275.591837,2019-08-18
DJ Premier,New York Reality Check 101,16,Choclair - 21 Years,DJ Premier,245.028571,2019-08-18
DJ Premier,New York Reality Check 101,04,Laster - Off Balance (Feat. Ed O.G.),DJ Premier,253.204898,2019-08-18
DJ Premier,New York Reality Check 101,07,Natural Elements - Lyrical Tactics,DJ Premier,331.154286,2019-08-18
DJ Premier,New York Reality Check 101,10,L The Head Toucha - Too Complex,DJ Premier,418.586122,2019-08-18
DJ Premier,New York Reality Check 101,14,Godfather Don - Properties Of Steel,DJ Premier,305.475918,2019-08-18
DJ Premier,New York Reality Check 101,08,Company Flow - 8 Steps To Perfection,DJ Premier,342.047347,2019-08-18
DJ Premier,New York Reality Check 101,13,Rezidue - Inner City Blues (Make Me Wanna Holler),DJ Premier,276.349388,2019-08-18
DJ Premier,Golden Years Reloaded,11,Loose Ends - A Little Spice (DJ Premier Remix),DJ Premier,323.322922,2019-08-18
DJ Premier,Golden Years Reloaded,12,Common - The 6th Sense (Feat. Bilal),DJ Premier,250.258422,2019-08-18
DJ Premier,Golden Years Reloaded,06,O.C. - My World,DJ Premier,259.610256,2019-08-18
DJ Premier,Golden Years Reloaded,07,Big L - Platinum Plus (Feat. Big Daddy Kane),DJ Premier,219.799625,2019-08-18
DJ Premier,Golden Years Reloaded,15,Big Shug - Official (DJ Premier Remix),DJ Premier,224.162089,2019-08-18
DJ Premier,Golden Years Reloaded,08,The LOX - Recognize,DJ Premier,305.324544,2019-08-18
DJ Premier,Golden Years Reloaded,01,Rakim - New York (Ya Out There),DJ Premier,247.228211,2019-08-18
DJ Premier,Golden Years Reloaded,05,Craig David - Seven Days (Primo Remix) (Feat. Mos Def & Nate Dogg),DJ Premier,242.839625,2019-08-18
DJ Premier,Holiday Hell,08,Little Vic - The Exorcist,DJ Premier,328.124082,2019-08-18
DJ Premier,Holiday Hell,16,Big Shug - Sic-A-Niguz (Feat. Bumpy Knuckles),DJ Premier,206.288980,2019-08-18
DJ Premier,Holiday Hell,12,Notorious B.I.G. - Mi Casa (Feat. Charlie Wilson & R. Kelly),DJ Premier,321.671837,2019-08-18
DJ Premier,Holiday Hell,13,Tef - Married 2 The Game (Feat. Styles P),DJ Premier,269.008980,2019-08-18
DJ Premier,Holiday Hell,15,Jim Jones - Harlem,DJ Premier,273.005714,2019-08-18
DJ Premier,Step Ya Game Up,06,Arcee - Super Educated,DJ Premier,265.090612,2019-08-18
DJ Premier,Step Ya Game Up,04,Tef - Tef's Def Jam,DJ Premier,247.066122,2019-08-18
DJ Premier,Step Ya Game Up,16,Ghostface Killah - It's Over,DJ Premier,275.435102,2019-08-18
DJ Premier,Step Ya Game Up,15,Diamond D - So Lovely,DJ Premier,167.471020,2019-08-18
DJ Premier,Step Ya Game Up,02,NYGz - Get 2 Tha Point,DJ Premier,192.052245,2019-08-18
DJ Premier,Step Ya Game Up,07,Redman - Welcome To Gillahouse,DJ Premier,244.584490,2019-08-18
DJ Premier,Step Ya Game Up,10,Shyne - The Gang (Feat. Foxy Brown),DJ Premier,242.782041,2019-08-18
DJ Premier,Step Ya Game Up,19,Jadakiss - Still Feel Me,DJ Premier,163.213061,2019-08-18
DJ Premier,Step Ya Game Up,18,Murs - And This Is For...,DJ Premier,274.442449,2019-08-18
DJ Premier,Works Of Mart Productions (Disc 1),02,Back 2 Back (Feat. Mendoughza),DJ Premier,179.931417,2019-08-18
DJ Premier,Works Of Mart Productions (Disc 1),15,Whatever,DJ Premier,196.806542,2019-08-18
DJ Premier,Works Of Mart Productions (Disc 1),01,Hand It Down (Intro),DJ Premier,112.953458,2019-08-18
DJ Premier,Works Of Mart Productions (Disc 1),14,Evening News (Feat. Chazzie & Sir Cognac),DJ Premier,254.511000,2019-08-18
DJ Premier,Works Of Mart Productions (Disc 1),04,Invincible,DJ Premier,225.593458,2019-08-18
DJ Premier,Works Of Mart Productions (Disc 1),08,Hip Hop,DJ Premier,229.485708,2019-08-18
DJ Premier,Works Of Mart Productions (Disc 2),12,Boom,DJ Premier,236.591000,2019-08-18
DJ Premier,Works Of Mart Productions (Disc 2),08,Bring It On (Feat. Big Jaz & Sauce Money),DJ Premier,303.804083,2019-08-18
DJ Premier,Works Of Mart Productions (Disc 2),02,Doobie Ashtray,DJ Premier,277.054708,2019-08-18
DJ Premier,Works Of Mart Productions (Disc 2),01,The Big Picture (Intro),DJ Premier,123.245708,2019-08-18
DJ Premier,WBLS Thunderstorm Vol. 6,,WBLS Thunderstorm Vol. 6,DJ Premier,4152.084898,2019-08-18
DJ Premier,Crooklyn Cuts #4,00,SIDE A,DJ Premier,2715.219625,2019-08-18
DJ Premier,Crooklyn Cuts #4,00,SIDE B,DJ Premier,2708.532292,2019-08-18
DJ Premier,Planet Of The Beats Volume 1,11,A New Time Zone,DJ Premier,232.097959,2019-08-18
DJ Premier,Planet Of The Beats Volume 1,07,Stars In My Eyes,DJ Premier,291.291429,2019-08-18
DJ Premier,Planet Of The Beats Volume 1,09,All Alone In Space,DJ Premier,120.189388,2019-08-18
DJ Premier,Planet Of The Beats Volume 1,13,Is This For The Love Or The Money,DJ Premier,203.493878,2019-08-18
DJ Premier,Planet Of The Beats Volume 1,08,Space Is Awesome,DJ Premier,142.210612,2019-08-18
DJ Premier,Planet Of The Beats Volume 1,01,Count Down,DJ Premier,445.936327,2019-08-18
DJ Premier,Planet Of The Beats Volume 1,06,Into Space,DJ Premier,254.720000,2019-08-18
DJ Premier,Rough Beats & Loops Vol.2,04,1.39,DJ Premier,99.448163,2019-08-18
DJ Premier,WBLS Thunderstorm Vol. 3,,WBLS Thunderstorm Vol. 3,DJ Premier,3996.081633,2019-08-18
DJ Premier,Golden Years 1989-1998,06,KRS-One - Rappaz 'R' In Danja,DJ Premier,251.088980,2019-08-18
DJ Premier,Golden Years 1989-1998,03,The Notorious B.I.G. - Unbelievable,DJ Premier,230.844082,2019-08-18
DJ Premier,Golden Years 1989-1998,10,"D&D All-Stars - 1, 2 Pass It",DJ Premier,299.781224,2019-08-18
DJ Premier,Golden Years 1989-1998,15,Guru - Watch What You Say (Feat. Chaka Khan),DJ Premier,283.794286,2019-08-18
DJ Premier,Golden Years 1989-1998,14,Jay-Z - A Million And One Questions,DJ Premier,184.424490,2019-08-18
DJ Premier,Golden Years 1989-1998,07,Group Home - The Realness,DJ Premier,254.066939,2019-08-18
DJ Premier,Rare Play 20th Anniversary,12,Raedy Set Begin ft.Craig G,DJ Premier,208.971500,2019-08-18
DJ Premier,Rare Play Volume One,15,Charlie Baltimore - Everybody Wanna Know,DJ Premier,139.102041,2019-08-18
DJ Premier,Rare Play Volume One,03,The Ranjahz - Insp-her-a-tion (Feat. Cee-Lo),DJ Premier,342.099592,2019-08-18
DJ Premier,Rare Play Volume One,06,"A.G. - Weed Scented (Feat. Gang Starr, Party Arty & O.C.)",DJ Premier,211.617959,2019-08-18
DJ Premier,Rare Play Volume One,18,"D&D All Stars - 1, 2 Pass It (Original Remix)",DJ Premier,446.981224,2019-08-18
DJ Premier,Rare Play Volume One,05,Sonja Blade - Look 4 The Name,DJ Premier,340.009796,2019-08-18
DJ Premier,Rare Play Volume One,10,Screwball - Seen It All,DJ Premier,303.412245,2019-08-18
DJ Premier,Rare Play Volume One,02,Ras Kass - Goldyn Child,DJ Premier,263.026939,2019-08-18
DJ Premier,Rare Play Volume One,16,Krumbsnatcha - Closer To God,DJ Premier,403.644082,2019-08-18
DJ Premier,Rare Play Volume One,09,All City - The Actual,DJ Premier,208.431020,2019-08-18
DJ Premier,Rare Play Volume One,08,Blaq Poet - We Gon Ill,DJ Premier,203.833469,2019-08-18
DJ Premier,Rare Play Volume One,11,Group Home - Up Against The Wall (Century Remix),DJ Premier,121.443265,2019-08-18
DJ Premier,Rare Play Volume One,14,Blahzay Blahzay - Danger (Premier Remix),DJ Premier,70.974694,2019-08-18
DJ Premier,Rare Play Volume One,13,Big Shug - The Jig Is Up,DJ Premier,103.497143,2019-08-18
DJ Premier,Rare Play Volume One,17,Sauce Money - Against The Grain,DJ Premier,396.382041,2019-08-18
DJ Premier,Rare Play Volume One,04,Tef - Comin At Cha,DJ Premier,191.425306,2019-08-18
DJ Premier,Rare Play Volume One,12,Crooklyn Dodgers - Return Of The Crooklyn Dodgers,DJ Premier,80.378776,2019-08-18
DJ Premier,Golden Years Return,11,Jay-Z - Friend Or Foe,DJ Premier,89.698378,2019-08-18
DJ Premier,Golden Years Return,10,Bahamadia - Rugged Ruff,DJ Premier,188.711000,2019-08-18
DJ Premier,Golden Years Return,02,Crooklyn Dodgers '95 - Return Of The Crooklyn Dodgers,DJ Premier,300.556125,2019-08-18
DJ Premier,Golden Years Return,05,Rakim - It's Been A Long Time,DJ Premier,235.765089,2019-08-18
DJ Premier,Bootleg Volume B Mixtape,06,Ghostface Killah Featuring Hell Razah & Chip Banks - We Made It,DJ Premier,307.465125,2019-08-18
DJ Premier,Bootleg Volume B Mixtape,12,Black Rob - By A Stranger,DJ Premier,279.615878,2019-08-18
DJ Premier,Bootleg Volume B Mixtape,03,MOP - Face Off (1st Beat),DJ Premier,135.014000,2019-08-18
DJ Premier,Bootleg Volume B Mixtape,08,Sonja Blade - Body Bag Shit (2nd Beat),DJ Premier,166.599125,2019-08-18
DJ Premier,Bootleg Volume B Mixtape,10,Unknown Artist - Unknown,DJ Premier,105.623378,2019-08-18
DJ Premier,Bootleg Volume B Mixtape,09,Unknown Artist - Unknown,DJ Premier,203.696625,2019-08-18
DJ Premier,Bootleg Volume B Mixtape,02,Royce Da 5'9'' - Boom,DJ Premier,299.261878,2019-08-18
DJ Premier,Bootleg Volume B Mixtape,05,Masta Ase - Last Bref,DJ Premier,272.379256,2019-08-18
DJ Premier,Bootleg Volume B Mixtape,04,MOP - Face Off (2nd Beat),DJ Premier,122.160500,2019-08-18
DJ Premier,Bootleg Volume B Mixtape,16,Jaz-O & Immobilarie- 718,DJ Premier,255.476378,2019-08-18
DJ Premier,Bootleg Volume B Mixtape,07,Sonja Blade - Body Bag Shit (1st Beat),DJ Premier,229.090125,2019-08-18
DJ Premier,http://www.djpremierblog.com/,,Guru Tribute Mix,DJ Premier,7020.355917,2019-08-18
DJ Premier,DJ Premier - Premier Cuts Vol.,07,Let The Man,Mr. Dong,323.213044,2019-08-18
DJ Premier,DJ Premier - Premier Cuts Vol.,15,On & On,Shyheim,227.448125,2019-08-18
DJ Premier,DJ Premier - Premier Cuts Vol.,18,Recognize,The Lox,253.387756,2019-08-18
DJ Premier,DJ Premier - Premier Cuts Vol.,05,The Return,Brand Nubian,240.848958,2019-08-18
DJ Premier,DJ Premier - Premier Cuts Vol.,09,In The Trunk (Remix),Too Short,270.654667,2019-08-18
DJ Premier,DJ Premier - Premier Cuts Vol.,14,Ten Crack Commandments,Notorious B.I.G.,204.173044,2019-08-18
DJ Premier,DJ Premier - Premier Cuts Vol.,12,Everybody Wanna Know,Charli Baltimore,241.345292,2019-08-18
DJ Premier,DJ Premier - Premier Cuts Vol.,08,The Piece Maker,Tony Touch ft. Gangstarr,163.004089,2019-08-18
DJ Premier,DJ Premier - Premier Cuts Vol.,08,Against the Grain,Sauce Money,228.702044,2019-08-18
DJ Premier,DJ Premier - Premier Cuts Vol.,02,Livin Proof,Group Home,255.033458,2019-08-18
DJ Premier,DJ Premier - Premier Cuts Vol.,20,Equality,Afu-Ra ft. Ky-mani,276.375500,2019-08-18
DJ Premier,DJ Premier - Premier Cuts Vol.,01,Intro,DJ Premier,47.986922,2019-08-18
